Neutral
Neutral
Neutral
Neutral
Neutral
Neutral
Weakly_Positive
Weakly_Positive
Weakly_Negative
Weakly_Positive
Neutral
Neutral
Weakly_Positive
Neutral
Weakly_Positive
Neutral
Weakly_Positive
Neutral
Neutral
Neutral
Weakly_Negative
Neutral
Neutral
Weakly_Positive
Neutral
Neutral
Neutral
Neutral
Positive
Neutral
Positive
Neutral
Positive
Neutral
Neutral
Weakly_Negative
Neutral
Neutral
Weakly_Negative
Neutral
Weakly_Negative
Neutral
Neutral
Weakly_Positive
Weakly_Positive
Weakly_Positive
Weakly_Negative
Weakly_Positive
Weakly_Positive
Neutral
