Weakly_Negative
Neutral
Neutral
Neutral
Neutral
Negative
Weakly_Positive
Neutral
Neutral
Weakly_Positive
Weakly_Negative
Neutral
Neutral
Neutral
Neutral
Positive
Weakly_Negative
Neutral
Weakly_Negative
Neutral
Weakly_Positive
Neutral
Neutral
Neutral
Neutral
Neutral
Neutral
Neutral
Weakly_Positive
Neutral
Neutral
Weakly_Negative
Neutral
Neutral
Neutral
Neutral
Weakly_Negative
Neutral
Weakly_Positive
Weakly_Negative
Neutral
Neutral
Neutral
Positive
Neutral
Weakly_Positive
Neutral
Neutral
Neutral
Weakly_Negative
