Positive
Positive
Positive
Positive
Weakly_Positive
Positive
Weakly_Negative
Strongly_Positive
Weakly_Positive
Weakly_Positive
Positive
Positive
Positive
Positive
Weakly_Positive
Weakly_Positive
Positive
Weakly_Positive
Positive
Positive
Positive
Weakly_Positive
Weakly_Positive
Positive
Neutral
Weakly_Positive
Weakly_Positive
Weakly_Positive
Weakly_Positive
Positive
Positive
Weakly_Positive
Positive
Weakly_Positive
Weakly_Positive
Positive
Neutral
Weakly_Positive
Weakly_Positive
Weakly_Positive
Positive
Positive
Weakly_Positive
Positive
Weakly_Positive
Positive
Positive
Weakly_Positive
Positive
Positive
